Beleidsdomein;Thema;Subthema;Verstrekker;KBO-nr;Vestiging;Naam subsidieontvanger;Postcode;Gemeente;Land;Jaar;Toegekend (EUR);Betaald (EUR)
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0413726972;;ORANJE;8340;DAMME;België;2022;8,626;8,626
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0685798215;;OLIVIER CHRISTIAENS;8340;DAMME;België;2023;8,651;8,651
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk, Economie, Wetenschap, Innovatie en Sociale Economie;0862449467;;GEDESTO;8340;DAMME;België;2025;3,090;3,090
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk, Economie, Wetenschap, Innovatie en Sociale Economie;0685798215;;OLIVIER CHRISTIAENS;8340;DAMME;België;2025;1,215;1,215
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk, Economie, Wetenschap, Innovatie en Sociale Economie;0207528134;;STAD DAMME;8340;DAMME;België;2025;3,727;3,727
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk, Economie, Wetenschap, Innovatie en Sociale Economie;0502597877;;DE KASTEELHOEVE MOERKERKE;8340;DAMME;België;2025;2,485;2,485
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk, Economie, Wetenschap, Innovatie en Sociale Economie;0680632469;;HUISARTSENPRAKTIJK DE HOEKSTEEN;8340;DAMME;België;2025;983;983
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk, Economie, Wetenschap, Innovatie en Sociale Economie;0416909067;;FRUGALITA;8340;DAMME;België;2025;1,288;1,288
Werk en Sociale Economie;Competenties;Stagebonus (stopgezet);Departement Werk en Sociale Economie;0413726972;;ORANJE;8340;DAMME;België;2023;500;500
Werk en Sociale Economie;Competenties;Stagebonus (stopgezet);Departement Werk en Sociale Economie;0413726972;;ORANJE;8340;DAMME;België;2024;1,000;1,000
Welzijn, Volksgezondheid en Gezin;Sociale bescherming - thuis- en ouderenzorgbeleid;Subsidies aan lokale dienstencentra en thuiszorgvoorzieningen;Agentschap Zorg en Gezondheid;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2023;38,512;38,512
Welzijn, Volksgezondheid en Gezin;Sociale bescherming - thuis- en ouderenzorgbeleid;Subsidies aan lokale dienstencentra en thuiszorgvoorzieningen;Departement Zorg;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2024;4,280;4,280
Welzijn, Volksgezondheid en Gezin;Sociale bescherming - thuis- en ouderenzorgbeleid;Subsidies aan lokale dienstencentra en thuiszorgvoorzieningen;Departement Zorg;0802672525;;WOONZORGVERENIGING DE STEK;8340;DAMME;België;2025;35,248;8,812
Welzijn, Volksgezondheid en Gezin;Sociale bescherming - thuis- en ouderenzorgbeleid;Subsidies aan lokale dienstencentra en thuiszorgvoorzieningen;Departement Zorg;0802672525;;WOONZORGVERENIGING DE STEK;8340;DAMME;België;2024;34,672;34,672
Omgeving;Kwaliteit onroerenderfgoedzorg;;Onroerend Erfgoed;0882585182;;LVP;8340;DAMME;België;2022;11,019;0
Omgeving;Kwaliteit onroerenderfgoedzorg;;Onroerend Erfgoed;0207528134;;STAD DAMME;8340;DAMME;België;2022;4,664;0
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan ondersteunende en intermediaire organisaties;;VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0413726972;;ORANJE;8340;DAMME;België;2022;66,704;66,704
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;;VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0473194011;;DE ARK-GEMEENSCHAP MOERKERKE-BRUGGE;8340;DAMME;België;2022;346,143;240,868
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;;VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0413726972;;ORANJE;8340;DAMME;België;2022;2,360,615;2,360,615
